ID,SEX,AGE,RACE,MARITAL,SIBS,CHILDS,HOMPOP,ADULTS,BABIES,EDUC,MAEDUC,PAEDUC,SPEDUC,RINCOME,INCOME,WRKSTAT,YEARSJOB,WRKGOVT,WRKSLF,SPWRKSTA,SATJOB1,HEALTH,HAPPY,VOTE12,VOTE16,PRES12,PRES16,OWNGUN,HELL,HEAVEN,ODDS1,ODDS2
1840,1,85,1,3,0,3,1,1,0,16,12,0,97,0,12,5,-1,2,2,0,0,8,2,1,1,8,2,1,2,2,2,2
1841,1,25,1,5,3,0,1,1,0,12,12,12,97,10,10,1,2,2,2,0,2,0,2,2,1,0,2,0,3,3,8,1
1842,2,72,1,3,1,3,1,1,0,16,14,9,97,12,12,1,25,2,2,0,1,0,1,1,1,1,1,0,0,0,0,0
1843,2,70,1,5,2,0,1,1,0,13,7,12,97,0,6,5,-1,2,2,0,0,2,2,1,1,2,2,2,2,1,2,1
1844,2,62,2,3,2,4,1,1,0,12,8,97,97,10,11,2,0.25,2,2,0,1,0,2,1,1,1,1,0,1,1,2,2
1845,1,85,2,2,3,1,2,2,0,19,8,9,97,12,12,5,-1,1,2,0,0,2,2,1,1,1,1,1,0,0,0,0
1846,2,39,1,5,4,3,1,1,0,15,12,97,97,9,9,2,9,2,1,0,2,0,2,1,1,1,1,0,0,0,0,0
1847,1,68,2,2,14,4,1,1,0,15,3,7,97,12,12,7,-1,1,2,0,0,2,3,1,1,1,1,2,0,0,0,0
1848,2,64,1,3,4,2,2,2,0,12,97,16,97,12,12,1,11,1,2,0,2,2,2,1,1,2,2,2,1,1,2,1
1849,1,75,1,2,4,3,2,2,0,12,12,5,97,0,12,5,-1,2,1,0,0,2,2,1,1,1,1,1,0,0,0,0
1850,1,55,1,1,2,3,3,3,0,7,98,98,7,0,8,8,-1,2,2,7,0,0,2,1,1,1,2,0,0,0,0,0
1851,1,35,2,1,6,6,7,2,0,12,98,12,11,0,12,1,0.25,2,2,7,1,0,1,2,2,0,0,0,4,4,1,2
1852,2,24,1,5,4,1,2,1,1,12,13,13,97,3,2,1,1,2,2,0,2,2,3,3,2,0,0,2,1,1,2,2
1853,1,27,1,5,2,1,2,2,0,12,98,12,97,12,12,1,2,1,2,0,3,3,3,2,1,0,2,1,0,0,0,0
1854,2,28,1,1,3,1,3,2,1,10,6,6,11,0,12,7,-1,2,2,1,0,2,1,2,1,0,1,2,2,1,1,2
1855,1,61,1,3,1,0,1,1,0,18,18,12,97,0,12,5,-1,1,2,0,0,0,2,1,1,2,2,0,1,1,2,1
1856,2,67,1,1,1,2,2,2,0,13,13,19,16,0,13,7,-1,2,1,1,0,1,1,1,1,2,2,1,0,0,0,0
1857,1,80,1,2,3,8,1,1,0,10,98,97,97,0,12,5,-1,1,2,0,0,0,3,1,1,2,2,0,0,0,0,0
1858,2,86,1,2,1,2,1,1,0,16,16,16,97,0,12,7,-1,1,2,0,0,1,2,1,1,1,1,1,0,0,0,0
1859,2,33,3,1,4,0,2,2,0,12,6,9,12,10,11,1,6,2,2,1,2,2,1,2,2,0,0,2,1,1,2,1
1860,2,28,1,5,2,1,4,2,1,18,12,12,97,12,12,1,4,1,2,0,2,1,1,2,2,0,0,2,0,0,0,0
1861,2,30,1,3,4,3,2,2,0,9,15,5,97,0,7,1,0.25,2,2,0,2,2,2,8,8,0,0,2,1,1,2,1
1862,2,23,1,5,2,0,1,1,0,14,14,18,97,2,1,6,-1,2,2,0,0,2,3,3,2,0,0,2,0,0,0,0
1863,2,45,3,1,2,2,4,2,0,18,16,16,20,12,12,1,3,2,2,1,2,0,1,2,2,0,0,0,1,1,1,1
1864,1,77,1,3,1,2,1,1,0,11,12,11,97,12,12,2,45,2,1,0,1,2,2,1,1,2,2,1,3,3,2,2
1865,2,39,1,1,8,3,3,2,0,11,12,12,11,0,12,7,-1,2,2,1,0,0,2,2,2,0,0,0,0,0,0,0
1866,1,81,1,1,2,3,2,2,0,14,5,5,12,0,12,5,-1,2,1,5,0,3,1,1,1,1,2,1,0,0,0,0
1867,2,32,3,4,6,5,4,1,1,9,98,98,97,98,4,4,-1,2,2,0,0,3,3,1,2,1,0,2,4,1,2,2
1868,1,34,1,1,5,1,3,2,0,11,8,97,11,12,12,1,5,2,2,7,1,1,1,2,2,0,0,2,0,0,0,0
1869,2,39,1,5,1,2,4,3,0,19,18,11,97,0,12,8,-1,1,2,0,0,4,3,1,1,1,1,2,2,2,2,1
1870,2,59,3,3,4,2,1,1,0,13,1,3,97,12,12,1,31,2,2,0,4,1,3,1,1,1,1,1,0,0,0,0
1871,1,49,3,3,4,4,2,2,0,13,5,5,97,12,12,1,2,2,2,0,2,2,2,1,2,1,0,1,1,1,1,1
1872,1,84,1,1,2,3,2,2,0,16,16,98,6,0,12,5,-1,2,2,5,0,2,2,1,1,2,2,1,0,0,0,0
1873,2,24,1,5,5,0,5,5,0,11,11,11,97,2,12,1,0.75,2,2,0,2,0,2,3,2,0,0,0,4,4,2,2
1874,1,52,3,1,16,2,3,2,0,13,6,16,12,0,12,1,30,1,2,1,1,1,1,2,2,0,0,2,2,2,2,1
1875,2,36,1,1,2,3,4,2,0,12,15,7,10,0,12,7,-1,2,2,1,0,0,2,2,2,0,0,0,0,0,0,0
1876,2,30,3,1,4,4,6,2,0,6,0,97,6,0,12,7,-1,0,0,1,0,0,2,2,2,0,0,0,1,1,2,2
1877,2,67,2,5,7,3,1,1,0,12,98,98,97,0,9,5,-1,2,2,0,0,1,1,1,1,1,1,2,1,1,2,8
1878,1,18,1,5,3,0,2,2,0,10,97,9,97,0,12,6,-1,0,0,0,0,1,2,3,3,0,0,2,0,0,0,0
1879,2,53,2,5,3,1,1,1,0,12,12,12,97,12,12,1,28,1,2,0,1,0,2,2,2,0,0,0,0,0,0,0
1880,2,49,1,4,3,3,2,1,0,9,98,97,97,3,5,4,-1,2,2,0,0,3,3,2,2,0,0,2,0,0,0,0
1881,2,24,2,5,3,3,4,2,2,13,10,11,97,0,9,1,0.25,2,1,0,1,2,1,2,2,0,0,2,2,1,2,2
1882,2,72,3,4,11,8,1,1,0,8,98,98,97,0,7,5,-1,8,2,0,0,3,1,1,8,1,0,2,0,0,0,0
1883,2,54,1,1,7,3,2,2,0,12,1,2,10,0,12,7,-1,1,2,1,0,2,1,2,2,0,0,2,1,1,2,2
1884,1,21,3,5,4,0,4,2,0,12,12,3,97,1,6,1,0.25,2,2,0,1,2,2,3,2,0,0,2,4,1,2,1
1885,1,34,3,1,2,4,1,1,0,9,12,12,12,12,12,1,3,2,2,1,2,0,1,2,2,0,0,0,1,1,1,1
1886,2,60,1,3,2,2,2,2,0,12,12,12,97,12,12,1,8,1,2,0,2,3,3,2,2,0,0,2,1,1,1,2
1887,2,25,1,1,6,2,4,2,2,12,97,12,12,0,12,7,-1,0,0,1,0,2,1,2,1,0,2,1,0,0,0,0
1888,2,53,3,3,7,3,2,2,0,12,4,4,97,12,12,3,99,2,2,0,9,0,2,2,1,0,1,0,0,0,0,0
1889,1,33,1,1,1,2,4,2,1,12,98,12,12,12,12,1,2,2,2,7,1,2,2,2,2,0,0,1,1,1,2,2
1890,2,30,3,1,3,8,10,1,5,12,15,16,12,12,12,1,3,2,2,8,1,2,1,1,2,1,0,2,0,0,0,0
1891,1,43,3,3,12,3,4,4,0,11,98,98,97,11,12,1,0.75,2,2,0,1,3,2,2,2,0,0,2,0,0,0,0
1892,1,27,3,5,8,1,2,2,0,10,98,97,97,11,12,1,2,2,2,0,2,0,3,2,2,0,0,0,0,0,0,0
1893,1,57,2,5,4,1,2,2,0,11,12,97,97,0,11,8,-1,2,2,0,0,4,1,2,3,0,0,2,0,0,0,0
1894,2,43,3,5,4,4,3,3,0,8,3,97,97,0,2,4,-1,2,1,0,0,0,2,2,2,0,0,0,1,1,2,2
1895,2,49,3,3,7,2,3,1,0,13,12,97,97,0,9,1,0.25,2,2,0,2,2,2,2,2,0,0,2,1,1,2,2
1896,2,61,1,3,3,6,5,5,0,10,98,10,97,11,11,1,14,2,2,0,1,2,2,2,1,0,2,2,0,0,0,0
1897,1,39,3,4,4,2,3,1,0,14,10,14,97,12,12,1,9,2,2,0,2,2,2,2,2,0,0,2,0,0,0,0
1898,2,54,1,3,0,2,3,2,0,14,14,9,97,0,12,1,0.75,2,1,0,1,0,2,2,2,0,0,0,0,0,0,0
1899,2,55,3,1,7,5,6,3,1,8,98,98,6,12,12,1,20,2,2,1,1,1,2,2,2,0,0,2,1,1,1,1
1900,1,54,2,5,4,0,1,1,0,12,12,10,97,0,4,2,12,2,2,0,2,0,2,2,1,0,1,0,0,0,0,0
1901,1,49,3,1,2,3,2,2,0,11,4,9,9,12,12,1,0.75,2,2,7,2,0,2,2,1,0,1,0,1,1,2,2
1902,2,77,2,3,8,5,3,2,0,12,98,98,97,2,8,5,-1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0
1903,2,80,1,1,10,5,3,3,0,10,5,5,5,0,12,7,-1,2,2,5,0,2,2,2,2,0,0,2,1,1,1,1
1904,1,43,1,1,4,3,2,2,0,10,8,12,10,12,12,1,5,2,2,2,1,1,3,2,2,0,0,2,0,0,0,0
1905,2,45,3,2,5,3,5,5,0,4,5,3,97,3,9,1,0.75,2,2,0,1,3,3,2,2,0,0,2,4,4,2,1
1906,1,33,2,1,3,4,5,3,1,15,12,12,14,12,12,4,-1,2,2,7,0,3,1,2,2,0,0,2,1,1,2,2
1907,1,51,1,3,2,0,1,1,0,14,12,12,97,12,12,1,5,2,2,0,2,2,2,1,1,2,2,1,0,0,0,0
1908,2,34,1,5,6,3,6,2,0,12,7,97,97,9,12,1,15,2,2,0,2,3,2,2,2,0,0,2,0,0,0,0
1909,1,28,1,1,3,0,2,2,0,17,97,12,16,12,12,1,5,2,2,1,1,2,1,1,1,2,2,1,0,0,0,0
1910,2,35,1,1,1,1,4,2,0,15,16,16,15,12,12,1,4,2,2,1,1,0,1,2,1,0,2,0,2,2,2,1
1911,1,61,1,2,4,3,2,2,0,16,12,18,97,13,13,1,16,1,2,0,1,3,3,2,2,0,0,1,1,1,2,1
1912,2,35,1,1,2,0,2,2,0,20,18,16,15,12,12,1,8,2,2,1,1,2,2,1,1,1,3,1,3,3,2,1
1913,2,66,1,3,2,0,2,2,0,14,13,12,97,12,12,1,20,8,1,0,1,0,2,1,1,1,1,0,4,4,2,1
1914,1,43,1,3,0,2,1,1,0,12,5,16,97,0,12,1,0.25,1,2,0,1,4,2,1,1,2,3,1,2,2,2,1
1915,1,20,1,5,4,0,1,1,0,11,9,97,97,0,10,1,0.25,2,2,0,3,1,3,3,2,0,0,2,0,0,0,0
1916,1,60,1,1,2,0,2,2,0,20,18,20,18,0,13,5,-1,1,2,2,0,2,2,1,1,9,9,2,4,4,2,1
1917,2,64,1,1,2,2,2,2,0,13,12,14,14,0,12,5,-1,1,2,1,0,2,2,1,1,2,2,1,0,0,0,0
1918,1,34,3,5,6,0,1,1,0,12,12,97,97,0,98,7,-1,2,2,0,0,4,3,2,2,0,0,1,8,8,2,1
1919,1,60,1,5,3,0,1,1,0,12,12,10,97,12,12,1,25,1,2,0,2,0,2,1,1,2,1,0,0,0,0,0
1920,1,34,1,5,1,0,2,2,0,12,14,14,97,12,12,1,5,2,2,0,1,0,1,2,2,0,0,0,1,1,2,1
1921,2,31,1,1,2,1,2,2,0,14,12,97,16,0,12,2,0.25,2,2,1,4,2,2,1,1,1,3,1,0,0,0,0
1922,1,24,1,5,3,0,2,2,0,12,12,16,97,12,12,1,0.75,1,2,0,1,0,2,1,1,1,1,0,1,1,2,2
1923,2,64,3,3,5,4,3,2,0,16,8,8,97,12,12,1,8,1,2,0,2,2,2,1,1,1,1,2,3,3,2,1
1924,2,38,1,5,1,2,4,2,2,15,12,97,97,13,13,3,5,2,2,0,4,3,2,1,1,1,1,2,0,0,0,0
1925,1,56,1,5,3,3,2,2,0,11,12,10,97,12,12,1,3,2,2,0,2,2,2,1,1,1,2,1,2,2,2,1
1926,2,60,1,3,6,0,1,1,0,17,12,6,97,12,12,1,3,2,2,0,1,1,1,2,2,0,0,2,0,0,0,0
1927,1,27,1,5,1,1,3,2,1,13,18,98,97,0,12,1,0.25,2,1,0,1,1,1,3,3,0,0,1,4,2,2,2
1928,2,25,1,5,2,0,3,2,0,12,97,14,97,5,12,2,0.75,2,2,0,2,4,3,2,2,0,0,2,0,0,0,0
1929,1,38,3,5,2,1,1,1,0,12,12,5,97,13,13,1,11,1,2,0,1,2,2,8,8,0,0,1,2,2,2,1
1930,2,71,3,3,3,1,1,1,0,16,12,8,97,0,12,2,0.25,2,2,0,1,1,2,1,1,1,2,2,2,2,2,2
1931,1,73,1,1,1,1,2,2,0,11,98,97,12,9,12,1,5,2,1,5,1,2,1,1,1,1,1,1,1,1,2,1
1932,2,61,1,1,2,2,2,2,0,20,10,97,15,0,12,5,-1,2,2,1,0,1,2,1,1,1,1,2,0,0,0,0
1933,2,30,1,4,3,3,4,1,1,9,6,3,97,0,13,2,0.25,2,2,0,2,0,1,3,3,0,0,0,0,0,0,0
1934,2,66,1,3,9,1,1,1,0,20,11,97,97,0,12,5,-1,1,2,0,0,0,2,1,1,1,1,0,4,4,2,1
1935,2,53,1,3,3,4,3,3,0,12,15,12,97,2,10,2,0.75,2,1,0,2,3,2,2,2,0,0,2,1,1,2,1
1936,1,41,1,1,2,4,2,2,0,16,16,20,16,0,98,2,0.25,2,2,1,2,2,2,2,2,0,0,2,0,0,0,0
1937,2,56,1,1,3,4,2,2,0,18,16,16,20,12,13,1,8,2,2,1,1,1,2,1,1,2,2,1,3,1,2,1
1938,2,26,1,1,1,0,2,2,0,16,16,20,16,0,12,1,0.25,1,2,1,4,2,3,1,1,1,1,1,0,0,0,0
1939,1,39,1,1,3,3,2,2,0,19,10,12,14,12,12,6,-1,2,2,2,0,2,2,2,2,0,0,1,2,1,2,1
1940,2,60,1,1,4,2,2,2,0,16,16,16,16,0,98,7,-1,2,2,5,0,1,1,1,1,2,2,3,1,1,2,1
1941,1,56,1,1,4,2,2,2,0,20,18,19,14,12,12,1,25,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1
1942,2,18,1,5,0,0,3,3,0,12,14,16,97,0,98,6,-1,0,0,0,0,2,2,3,3,0,0,2,0,0,0,0
1943,2,62,1,1,2,3,2,2,0,16,18,16,16,0,12,5,-1,2,2,1,0,1,1,1,1,2,2,2,1,1,2,1
1944,2,48,1,1,1,1,3,2,0,14,16,97,18,0,12,7,-1,2,2,1,0,1,1,2,2,0,0,1,0,0,0,0
1945,2,44,1,1,6,2,2,2,0,20,15,13,20,12,12,1,20,1,2,7,2,0,3,1,2,2,0,0,0,0,0,0
1946,1,55,1,1,4,1,3,3,0,16,12,12,14,13,13,1,99,2,1,5,9,2,2,1,1,1,1,2,9,9,2,1
1947,1,21,1,5,1,0,7,7,0,15,16,20,97,0,2,6,-1,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0
1948,1,24,1,5,2,0,4,4,0,16,16,16,97,8,9,1,1,2,2,0,3,2,2,1,1,9,9,2,4,4,2,1
1949,1,36,1,1,4,1,3,2,1,14,14,15,12,0,12,7,-1,2,1,4,0,0,2,2,1,0,2,0,0,0,0,0
1950,1,29,1,5,2,0,1,1,0,16,16,16,97,12,12,1,6,1,2,0,3,1,3,2,1,0,3,1,3,3,2,1
1951,2,66,3,3,6,1,1,1,0,15,8,8,97,0,9,5,-1,2,2,0,0,3,2,1,1,1,1,2,0,0,0,0
1952,2,33,1,3,2,2,3,1,2,16,16,18,97,12,12,2,3,2,2,0,2,1,2,1,1,2,2,2,1,1,2,1
1953,1,58,1,3,3,0,1,1,0,14,97,12,97,0,9,5,-1,2,2,0,0,3,2,1,1,1,2,2,0,0,0,0
1954,2,76,1,3,3,2,1,1,0,12,7,98,97,0,98,5,-1,2,2,0,0,3,2,1,1,2,2,2,1,1,2,2
1955,1,46,1,5,2,1,2,2,0,12,10,12,97,8,12,1,2,2,2,0,2,0,2,2,2,0,0,0,3,3,2,1
1956,2,30,1,5,5,1,5,2,1,12,16,97,97,12,12,1,12,2,2,0,2,2,2,1,8,1,0,2,4,1,2,2
1957,2,49,1,3,5,2,1,1,0,17,97,16,97,12,12,1,18,1,2,0,1,0,2,1,1,2,8,0,0,0,0,0
1958,1,51,1,3,1,6,2,1,0,14,14,14,97,12,12,1,1,2,2,0,3,1,2,1,1,1,2,1,2,2,2,1
1959,1,63,1,1,1,5,3,2,1,12,12,98,12,0,10,5,-1,2,2,7,0,2,2,1,1,1,2,1,0,0,0,0
1960,1,39,1,1,0,0,2,2,0,10,12,12,13,0,12,7,-1,1,2,1,0,3,2,2,2,0,0,2,4,4,2,1
1961,2,69,3,3,4,4,1,1,0,14,12,8,97,10,12,2,3,8,2,0,1,3,3,1,1,2,2,2,0,0,0,0
1962,1,24,1,1,3,2,4,2,9,12,13,8,12,12,12,1,0.25,2,2,1,1,3,2,2,2,0,0,2,1,1,2,1
1963,1,99,3,1,7,9,2,2,0,20,5,5,12,13,13,1,10,1,2,7,1,2,1,2,1,0,8,3,1,1,2,2
1964,2,42,3,3,6,4,2,1,0,6,6,3,97,2,12,1,0.75,2,2,0,3,0,1,2,2,0,0,0,0,0,0,0
1965,1,30,3,1,2,3,5,2,2,12,3,3,13,12,12,1,5,2,2,7,1,2,2,2,2,0,0,2,4,4,2,1
1966,2,32,1,1,3,3,5,2,0,13,0,4,12,12,12,1,9,2,2,1,1,2,2,2,1,0,1,2,1,1,2,1
1967,2,41,3,1,7,4,6,2,1,6,2,97,9,0,11,7,-1,0,0,1,0,0,2,2,2,0,0,0,4,4,1,1
1968,2,67,1,3,6,0,1,1,0,13,6,6,97,0,11,5,-1,2,2,0,0,2,1,1,1,1,1,2,2,2,2,1
1969,2,28,1,3,3,5,3,1,0,14,16,16,97,11,11,1,2,2,2,0,2,4,2,2,2,0,0,2,0,0,0,0
1970,2,60,3,5,8,0,4,4,0,16,8,8,97,13,13,5,-1,1,2,0,0,2,1,1,1,9,1,2,0,0,0,0
1971,2,51,1,3,3,0,1,1,0,14,14,18,97,12,12,1,30,1,2,0,1,2,2,1,2,2,0,2,1,1,2,2
1972,1,32,1,5,2,0,2,2,0,16,14,20,97,12,12,1,0.75,2,2,0,2,2,2,2,1,0,1,2,0,0,0,0
1973,1,28,2,5,3,1,1,1,0,16,12,12,97,9,10,4,-1,2,2,0,0,2,1,2,1,0,1,1,1,1,2,1
1974,1,59,1,1,1,4,3,3,0,13,12,6,12,12,12,1,15,1,2,7,3,2,2,2,1,0,2,3,0,0,0,0
1975,2,38,1,1,6,5,7,2,1,9,9,9,9,7,13,1,0.25,2,2,1,2,0,2,3,3,0,0,0,0,0,0,0
1976,2,70,1,1,4,1,2,2,0,12,15,12,6,0,12,5,-1,1,2,5,0,2,2,1,1,1,2,1,1,1,2,1
1977,1,36,2,5,9,5,2,1,0,15,12,97,97,10,12,7,-1,2,2,0,0,3,2,2,2,0,0,2,0,0,0,0
1978,1,29,1,5,3,2,2,2,0,16,7,97,97,0,12,1,0.25,1,2,0,1,0,1,2,1,0,2,0,1,1,2,1
1979,1,59,3,4,8,4,2,2,0,2,0,0,97,7,8,1,4,2,2,0,2,3,3,2,2,0,0,2,1,2,1,2
1980,2,42,3,1,7,3,5,2,0,9,1,97,2,10,12,1,4,2,2,1,2,3,1,2,2,0,0,2,0,0,0,0
1981,1,60,3,5,8,0,1,1,0,12,12,97,97,0,9,7,-1,2,2,0,0,0,3,1,1,1,1,0,0,0,0,0
1982,1,56,1,4,11,4,1,1,0,13,9,7,97,0,2,8,-1,2,2,0,0,2,3,1,1,1,1,2,2,2,2,2
1983,1,34,1,5,4,0,1,1,0,18,14,12,97,12,12,1,1,2,2,0,2,3,1,1,1,1,1,1,0,0,0,0
1984,2,32,1,5,1,1,2,1,1,16,14,97,97,12,12,1,3,1,2,0,2,0,1,1,2,1,0,0,3,3,2,1
1985,2,22,2,5,8,0,4,3,0,12,18,97,97,6,98,7,-1,2,2,0,0,2,3,3,2,0,0,2,0,0,0,0
1986,2,35,3,1,5,3,6,3,3,13,11,15,11,5,12,1,0.75,2,1,1,2,0,1,2,1,0,1,0,0,0,0,0
1987,2,22,2,5,10,2,2,2,0,12,12,12,97,0,9,2,0.25,2,2,0,1,1,1,3,2,0,0,2,0,0,0,0
1988,2,25,1,5,7,0,4,3,1,12,97,12,97,0,5,7,-1,2,2,0,0,3,1,2,2,0,0,2,1,1,8,1
1989,1,44,3,5,2,5,2,2,0,12,12,12,97,0,11,4,-1,1,2,0,0,3,1,2,2,0,0,2,0,0,0,0
1990,2,66,3,3,5,3,1,1,0,12,12,12,97,10,12,5,-1,1,2,0,0,0,2,1,1,1,1,0,0,0,0,0
1991,1,44,3,5,5,0,4,3,0,11,11,97,97,1,8,2,0.75,2,2,0,1,2,2,2,2,0,0,2,1,1,2,1
1992,1,47,3,2,8,2,3,3,0,0,0,0,97,4,5,4,-1,2,2,0,0,2,2,2,2,0,0,2,0,0,0,0
1993,1,21,1,5,3,1,3,2,1,12,12,12,97,98,13,4,-1,2,2,0,0,3,2,3,2,0,0,2,8,8,2,2
1994,2,43,1,3,12,3,4,2,1,9,0,0,97,0,12,7,-1,2,2,0,0,3,1,3,3,0,0,2,2,2,2,1
1995,1,51,1,3,3,2,1,1,0,8,98,97,97,0,9,8,-1,2,2,0,0,3,2,2,2,0,0,2,1,1,2,1
1996,2,67,1,1,1,3,2,2,0,14,12,12,12,0,12,5,-1,1,2,5,0,0,2,1,1,1,1,0,4,3,1,2
1997,1,71,1,1,5,7,3,3,0,14,12,6,18,0,12,5,-1,2,2,5,0,0,2,1,1,1,1,0,0,0,0,0
1998,2,85,1,2,2,4,1,1,0,16,12,12,97,0,12,5,-1,1,2,0,0,1,3,1,1,1,1,1,0,0,0,0
1999,2,72,1,3,2,2,1,1,0,19,12,11,97,0,12,7,-1,1,2,0,0,0,2,1,1,1,1,0,4,8,2,2
2000,2,51,3,5,3,2,2,2,0,12,13,7,97,0,12,5,-1,1,2,0,0,0,1,1,1,1,1,0,0,0,0,0
2001,1,81,3,1,12,6,1,1,0,11,0,0,0,0,9,5,-1,0,0,5,0,2,2,1,1,2,2,1,1,1,8,1
2002,2,60,1,3,7,2,1,1,0,15,97,16,97,12,12,1,2,2,2,0,1,0,2,1,1,1,1,0,0,0,0,0
2003,2,56,1,1,3,2,2,2,0,17,12,12,19,12,13,1,5,2,1,1,1,0,2,1,1,2,2,0,1,1,1,1
2004,2,55,1,1,4,2,3,3,0,17,14,97,13,12,12,1,22,1,2,2,1,0,2,1,1,2,2,0,0,0,0,0
2005,1,49,1,1,2,0,2,2,0,15,14,13,16,0,12,6,-1,2,2,1,0,2,2,1,1,1,1,2,3,2,2,1
2006,2,64,1,1,2,1,2,2,0,15,12,12,14,0,12,7,-1,2,2,1,0,0,2,1,1,2,2,0,0,0,0,0
2007,2,29,3,5,4,0,5,5,0,20,13,12,97,0,9,2,0.25,2,2,0,2,3,3,1,1,1,3,2,0,0,0,0
2008,2,46,1,4,2,3,1,1,0,16,12,14,97,12,12,1,5,1,2,0,2,0,2,1,1,1,1,0,4,3,8,1
2009,2,19,1,5,1,0,2,2,0,12,97,13,97,0,5,6,-1,0,0,0,0,2,2,3,3,0,0,2,0,0,0,0
2010,2,19,3,5,2,0,4,4,0,12,4,3,97,0,8,6,-1,0,0,0,0,0,2,3,3,0,0,0,1,1,8,8
2011,1,19,1,5,2,0,3,3,0,12,16,16,97,0,1,6,-1,0,0,0,0,2,2,3,3,0,0,2,3,3,2,1
2012,2,41,1,1,4,2,2,2,0,16,12,13,16,0,12,7,-1,2,2,1,0,0,2,1,1,2,2,0,0,0,0,0
2013,1,25,1,5,1,0,2,2,0,16,12,12,97,10,10,1,0.75,1,2,0,1,3,2,2,1,0,1,2,0,0,0,0
2014,1,73,1,1,3,2,2,2,0,15,17,17,16,0,13,5,-1,2,2,5,0,2,2,1,1,9,9,1,1,1,2,1
2015,1,74,1,1,8,3,2,2,0,13,12,12,12,0,12,5,-1,1,2,5,0,0,2,1,1,2,3,0,0,0,0,0
2016,2,53,1,1,3,0,1,1,0,12,10,12,99,11,11,2,2,2,2,9,1,0,2,1,1,2,2,0,0,0,0,0
2017,2,49,1,3,3,2,3,3,0,12,11,15,97,0,12,7,-1,2,2,0,0,3,2,1,1,2,2,1,1,1,2,1
2018,1,69,1,1,2,3,2,2,0,15,12,12,14,0,12,5,-1,1,1,1,0,3,1,1,1,2,2,1,0,0,0,0
2019,1,55,1,1,1,2,2,2,0,18,12,12,16,13,13,1,12,2,2,7,1,0,2,1,1,2,2,0,3,1,2,1
2020,1,51,1,1,1,2,2,2,0,15,20,16,15,0,12,1,0.25,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1
2021,1,68,1,5,1,0,1,1,0,14,12,12,97,0,12,5,-1,2,2,0,0,0,2,1,1,1,8,0,0,0,0,0
2022,2,66,1,1,7,0,2,2,0,15,12,8,12,0,12,5,-1,1,2,5,0,1,1,1,1,2,2,1,2,2,2,2
2023,1,63,3,3,2,3,4,3,1,18,12,8,97,0,12,5,-1,2,2,0,0,0,2,1,1,2,2,0,1,1,2,1
2024,1,57,1,3,4,2,2,2,0,17,12,12,97,12,12,1,17,2,1,0,1,2,3,1,1,1,1,1,4,4,2,1
2025,1,44,1,1,0,2,4,2,0,20,14,18,16,12,13,1,20,1,2,7,1,2,1,1,1,2,2,1,0,0,0,0
2026,2,26,2,5,2,0,2,2,0,16,97,14,97,12,12,3,99,1,2,0,9,2,2,2,2,0,0,3,1,1,2,1
2027,1,44,1,5,1,0,1,1,0,20,13,16,97,12,12,1,8,2,2,0,2,1,3,1,1,3,3,2,0,0,0,0
2028,2,58,1,3,7,3,1,1,0,19,12,98,97,12,12,1,4,2,2,0,1,1,1,1,1,1,1,2,3,3,2,1
2029,2,41,1,3,2,1,3,3,0,14,14,12,97,11,11,1,15,2,2,0,1,0,1,1,2,1,0,0,0,0,0,0
2030,1,24,1,1,2,2,4,2,2,19,16,16,12,0,8,6,-1,2,2,7,0,2,2,1,1,1,3,1,0,0,0,0
2031,2,28,1,1,1,0,2,2,0,15,16,10,14,11,12,2,5,2,2,2,3,2,2,1,2,1,0,2,4,2,2,1
2032,2,36,1,5,2,1,2,1,1,16,19,97,97,12,12,1,3,2,2,0,2,0,2,1,2,1,0,0,4,8,2,1
2033,1,34,1,1,5,2,2,2,0,14,12,13,16,2,12,7,-1,2,2,1,0,2,2,2,1,0,3,2,0,0,0,0
2034,2,25,1,1,1,0,2,2,0,14,16,14,15,11,12,1,0.75,2,2,1,3,0,1,3,2,0,0,0,0,0,0,0
2035,2,62,3,1,7,2,2,2,0,14,12,98,19,12,12,2,5,2,2,1,2,2,2,1,1,1,1,2,0,0,0,0
2036,2,33,1,5,3,1,1,1,0,12,17,20,97,12,12,1,3,2,2,0,2,0,2,2,1,0,3,0,3,3,2,1
2037,1,37,1,5,0,1,1,1,0,14,16,97,97,12,12,1,0.75,2,2,0,3,2,2,1,1,1,3,2,2,2,2,1
2038,1,36,1,4,5,0,1,1,0,9,12,13,97,12,12,1,3,2,2,0,1,2,1,2,1,0,2,2,0,0,0,0
2039,1,41,1,3,4,0,1,1,0,10,12,14,97,0,11,4,-1,2,2,0,0,4,3,2,2,0,0,2,3,3,2,1
2040,2,61,3,3,7,4,4,3,1,12,13,12,97,12,13,1,20,2,2,0,1,0,2,2,2,0,0,0,3,1,1,2
2041,1,71,1,1,2,1,2,2,0,19,14,15,17,12,13,1,3,2,1,5,1,1,1,1,1,2,2,1,4,1,2,1
2042,1,53,1,1,1,0,2,2,0,20,16,18,20,12,13,1,18,1,2,1,3,0,3,1,1,1,1,0,3,3,2,1
